Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
30/04/2017 21:02,Saving Bank account 1,Food,Dinner,Chicken lollypop 8 pcs,221,Expense,RM
30/04/2017 19:53,Cash,Food,snacks,2 Pani Puri+ 1 samosa chat,110,Expense,RM
30/04/2017 8:32,Saving Bank account 1,Food,Grocery,Chota bread,17,Expense,RM
30/04/2017 8:31,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
28/04/2017 11:17,Saving Bank account 1,Food,Ice cream,Cup of butterscotch (20) + chocobar (10),30,Expense,RM
28/04/2017 11:17,Saving Bank account 1,subscription,Netflix,1 month subscription,149,Expense,RM
27/04/2017 9:35,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
26/04/2017 11:25,Saving Bank account 1,Gift,,farewell contribution,385,Expense,RM
25/04/2017 10:30,Saving Bank account 1,Food,snacks,2 kachori,24,Expense,RM
25/04/2017 9:21,Cash,Transportation,auto,Place 6 station to college,10,Expense,RM
25/04/2017 9:21,Cash,Transportation,Train,2 Place 0 to Place 6 return,20,Expense,RM
25/04/2017 9:21,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
25/04/2017 9:20,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
24/04/2017 23:51,Saving Bank account 1,Other,,Family's Wristwatch repair,170,Expense,RM
23/04/2017 23:52,Saving Bank account 1,Food,vegetables,Ladyfinger pav kg,15,Expense,RM
23/04/2017 23:52,Saving Bank account 1,Food,snacks,2 Veg puff,40,Expense,RM
22/04/2017 9:06,Saving Bank account 1,Food,beverage,sugarcane juice,20,Expense,RM
22/04/2017 9:06,Saving Bank account 1,Transportation,Train,Place 0 to Vikhroli return,30,Expense,RM
22/04/2017 7:26,Saving Bank account 1,Food,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205,Expense,RM
21/04/2017 20:26,Saving Bank account 1,Health,Medicine,Q-dee strip,40,Expense,RM
21/04/2017,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261,Expense,RM
20/04/2017 14:03,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
18/04/2017 18:20,Saving Bank account 1,Food,Ice cream,Raspberry dolly,20,Expense,RM
18/04/2017 13:19,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
17/04/2017 19:56,Saving Bank account 1,Food,Dinner,"The X restaurant, Place 1",1076,Expense,RM
17/04/2017 19:56,Saving Bank account 1,Family,clothes,H&M clothes,1497,Expense,RM
16/04/2017 16:30,Saving Bank account 1,subscription,Tata Sky,,192,Expense,RM
14/04/2017 20:04,Saving Bank account 1,Family,Pocket money,,5000,Expense,RM
12/04/2017,Saving Bank account 1,Food,breakfast,8 pcs meduvada + 4 pcs dal vada + sambar + chatni,125,Expense,RM
10/04/2017,Saving Bank account 1,Food,beverage,sugarcane juice,20,Expense,RM
10/04/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
10/04/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Investment,RM
07/04/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
06/04/2017,Saving Bank account 1,Transportation,train,Place 6 to Place 2 - 3Tier AC cancellation charges,213.6,Expense,RM
05/04/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
05/04/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
04/04/2017,Saving Bank account 1,Food,Ice cream,chocobar (25)+ chocolate cup (20),45,Expense,RM
03/04/2017,Saving Bank account 1,Food,snacks,1 chicken shawarma,60,Expense,RM
03/04/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,RM
01/04/2017,Cash,Food,snacks,egg roll,40,Expense,RM
01/04/2017,Cash,Food,Grocery,Half kg potato,10,Expense,RM
01/04/2017,Cash,Food,Grocery,Sambar masala (32)+ 2 milkybar,52,Expense,RM
01/04/2017,Saving Bank account 1,Public Provident Fund,,,10000,Investment,RM
01/04/2017,Saving Bank account 1,Money transfer,,,10000,Expense,RM
31/03/2017 22:08,Saving Bank account 1,Salary,,From workplace ,56102,Income,RM
31/03/2017 21:08,Cash,Transportation,Train,2 Place 0 to dadar return,60,Expense,RM
31/03/2017 21:07,Cash,Transportation,Taxi,siddhivinayak to shiv sena bhavan,30,Expense,RM
31/03/2017 21:06,Cash,Transportation,Taxi,Dadar West to siddhivinayak,30,Expense,RM
31/03/2017 21:03,Cash,Food,Lunch,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),495,Expense,RM
31/03/2017 21:02,Cash,Transportation,auto,Place 4 station to Place 4 plaza,15,Expense,RM
31/03/2017 21:01,Cash,Household,Hardware,Laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),2500,Expense,RM
31/03/2017 21:00,Cash,Transportation,auto,Place 0 to Current Residence,15,Expense,RM
31/03/2017 10:20,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
30/03/2017 20:15,Saving Bank account 1,Interest,,interest paid,508,Income,RM
28/03/2017 11:59,Cash,Food,beverage,Soda water,12,Expense,RM
27/03/2017 21:25,Saving Bank account 1,Household,Appliances,USB cord,260,Expense,RM
27/03/2017 21:25,Saving Bank account 1,Food,Milk,milk 1lit ,60,Expense,RM
26/03/2017 13:43,Saving Bank account 1,Food,Milk,milk 1 lit,60,Expense,RM
25/03/2017 14:50,Cash,Food,Grocery,Dahi 2 packets,20,Expense,RM
25/03/2017 14:50,Saving Bank account 1,Gpay Reward,,reward Gpay,6,Income,RM
25/03/2017 14:50,Saving Bank account 1,Health,Medicine,Tablet,29,Expense,RM
25/03/2017 14:50,Saving Bank account 1,Health,Medicine,Jel,110,Expense,RM
25/03/2017 14:49,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1,900,Expense,RM
25/03/2017 13:41,Cash,Health,Hospital,Doctor Fees,150,Expense,RM
25/03/2017 9:14,Cash,Food,Milk,milk 1 lit,60,Expense,RM
23/03/2017 22:04,Saving Bank account 1,Family,Pocket money,,3000,Expense,RM
23/03/2017 22:03,Saving Bank account 1,Food,beverage,3 sugarcane juice,60,Expense,RM
23/03/2017 13:49,Saving Bank account 1,Other,,Fifa 21 pc,1499,Expense,RM
22/03/2017 23:18,Cash,Transportation,auto,2 Place 0 to Current Residence,20,Expense,RM
22/03/2017 23:16,Cash,Transportation,auto,,50,Expense,RM
22/03/2017 23:14,Cash,Household,Furniture,Mattress advance,500,Expense,RM
22/03/2017 23:11,Cash,Transportation,auto,within city,33,Expense,RM
22/03/2017 23:11,Cash,Transportation,Bus,2 Place 6 to Place 7,18,Expense,RM
22/03/2017 23:10,Cash,Transportation,Train,2 Place 0 to WS returns,20,Expense,RM
22/03/2017 23:10,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
22/03/2017 6:57,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,600,Expense,RM
20/03/2017 11:45,Saving Bank account 1,Household,Appliances,2 Spike guard,450,Expense,RM
19/03/2017 13:28,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,RM
18/03/2017 9:41,Cash,Food,snacks,2 samosa (32) + 25 Pani Puri,57,Expense,RM
18/03/2017 9:41,Saving Bank account 1,Food,Grocery,,160,Expense,RM
18/03/2017 9:41,Cash,Food,fruits,Grapes + apple + guava,310,Expense,RM
16/03/2017 20:40,Cash,Other,,scrap,70,Income,RM
16/03/2017 20:39,Saving Bank account 1,subscription,Wifi Internet Service,6 months ( 30mb UL plan + 1 month free),2820,Expense,RM
15/03/2017 6:17,Cash,Household,Kitchen,drainage powder,50,Expense,RM
15/03/2017 6:17,Cash,Food,Ice cream,2 softy,40,Expense,RM
14/03/2017 20:20,Cash,Household,Hardware,2 bath stool,300,Expense,RM
13/03/2017 21:47,Cash,Food,Grocery,,100,Expense,RM
13/03/2017 21:46,Cash,Household,Hardware,Wall hanging clipboard,400,Expense,RM
13/03/2017 21:30,Cash,Beauty,grooming,hair cut,100,Expense,RM
13/03/2017 14:08,Cash,Household,Hardware,ceiling fans repair,1600,Expense,RM
12/03/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
12/03/2017,Cash,Food,beverage,2 sugarcane juice,40,Expense,RM
12/03/2017,Cash,Food,Lunch,pav bhaji pav(90) + 4 pav extra(40),130,Expense,RM
12/03/2017,Cash,Culture,Movie,2 Batman tickets,440,Expense,RM
12/03/2017,Cash,Transportation,Train,2 Place 0 to Place 4 return,40,Expense,RM
12/03/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
11/03/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
11/03/2017,Cash,Transportation,Train,2 Place 0 to WS returns,20,Expense,RM
11/03/2017,Cash,Food,snacks,bhel + shev puri,60,Expense,RM
11/03/2017,Saving Bank account 1,Food,Grocery,1.5 lit milk + 3 cold drink + 1 khari + 1 bread,200,Expense,RM
10/03/2017,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1,1599.98,Expense,RM
10/03/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,RM
10/03/2017,Saving Bank account 1,Food,Milk,milk 1lit ,62,Expense,RM
10/03/2017,Saving Bank account 1,Food,snacks,3 plate kachori,72,Expense,RM
10/03/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
10/03/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Investment,RM
09/03/2017,Cash,Food,beverage,2 orange juices,100,Expense,RM
09/03/2017,Saving Bank account 1,Food,Grocery,2 Schwan chutteny + 2 cheese cube + amul butter,100,Expense,RM
08/03/2017,Saving Bank account 1,Food,Ice cream,naturals,150,Expense,RM
07/03/2017,Cash,Food,fruits,1 kg apple + grapes 0.5 kg,190,Expense,RM
07/03/2017,Cash,Food,Grocery,,105,Expense,RM
07/03/2017,Saving Bank account 1,Food,Ice cream,vanilla ice cream cups 2,20,Expense,RM
07/03/2017,Saving Bank account 1,Food,Milk,milk 1lit ,62,Expense,RM
07/03/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
07/03/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,RM
06/03/2017,Cash,Food,Milk,milk 1lit ,62,Expense,RM
06/03/2017,Cash,Food,breakfast,2 plate medu vada + 2 pcs dal vada,45,Expense,RM
05/03/2017,Cash,Apparel,Footwear,footwear repair,10,Expense,RM
05/03/2017,Cash,Household,Toiletries,plastic kharata + brush,140,Expense,RM
05/03/2017,Saving Bank account 1,Food,Grocery,,949,Expense,RM
05/03/2017,Cash,Transportation,auto,Place 0 to sec 21,30,Expense,RM
05/03/2017,Cash,Food,beverage,sugarcane juice 2,30,Expense,RM
05/03/2017,Cash,Transportation,Train,Place 0 to Place 6 return 2,20,Expense,RM
05/03/2017,Cash,Transportation,auto,Current Residence to Place 0,30,Expense,RM
05/03/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
05/03/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
04/03/2017,Cash,Food,Ice cream,vanilla ice cream cups 2,20,Expense,RM
03/03/2017,Saving Bank account 1,Food,Grocery,milk 1 lit + butter milk + srikhand pav kg,148,Expense,RM
01/03/2017,Cash,Household,Hardware,measuring tape,50,Expense,RM
01/03/2017,Saving Bank account 1,Public Provident Fund,,,10000,Investment,RM
01/03/2017,Saving Bank account 1,Money transfer,,,10000,Expense,RM
28/02/2017 22:13,Cash,Transportation,Taxi,within city,40,Expense,RM
28/02/2017 22:13,Saving Bank account 1,Salary,,From workplace ,56021,Income,RM
28/02/2017 22:13,Cash,Food,Grocery,sabudana + rajgira ladu,85,Expense,RM
28/02/2017 22:13,Cash,Transportation,auto,Place 0 to Current Residence,30,Expense,RM
28/02/2017 22:11,Cash,Transportation,Train,2 Place 3m to vadala rd,10,Expense,RM
28/02/2017 22:09,Cash,Transportation,Bus,BEST 138 - Marine drive to Place 3m,12,Expense,RM
28/02/2017 22:09,Cash,Food,Tea,,10,Expense,RM
28/02/2017 22:09,Cash,Other,,fine,400,Expense,RM
28/02/2017 22:08,Saving Bank account 1,Food,Dinner,At restaurant,2421,Expense,RM
28/02/2017 22:07,Cash,Transportation,Train,2 Santacruz to churchgate,20,Expense,RM
28/02/2017 22:06,Cash,Food,breakfast,sugarcane juice 2,30,Expense,RM
28/02/2017 22:01,Cash,Transportation,auto,share auto - mumbai University Kalina to Santacruz station,40,Expense,RM
28/02/2017 12:32,Cash,Transportation,auto,Current Residence to Place 0,30,Expense,RM
28/02/2017 12:32,Cash,Transportation,Train,2 Santacruz return,80,Expense,RM
28/02/2017 12:32,Cash,Transportation,auto,Santacruz to Kalina University,57,Expense,RM
27/02/2017 18:42,Cash,Transportation,Train,2 TB return,40,Expense,RM
27/02/2017 18:42,Cash,Transportation,auto,Place 0 to Current Residence,30,Expense,RM
27/02/2017 18:42,Cash,Transportation,auto,Current Residence to Place 0,30,Expense,RM
27/02/2017 18:31,Saving Bank account 1,Food,Lunch,6 chapati(8 rs) + half rice,88,Expense,RM
27/02/2017 9:18,Cash,Household,Appliances,3 Wall clock cell,55,Expense,RM
27/02/2017 9:17,Saving Bank account 1,Food,Milk,milk 1lit  + amul butter milk,76,Expense,RM
26/02/2017 23:59,Cash,Transportation,Train,Place 0 to WS returns,20,Expense,RM
26/02/2017 23:59,Cash,Transportation,auto,Current Residence to Place 0,30,Expense,RM
26/02/2017 0:01,Cash,Household,Kitchen,dustbin + basin sink cover,360,Expense,RM
26/02/2017 0:00,Saving Bank account 1,Food,snacks,2 Jumbo king burger,58,Expense,RM
25/02/2017 20:41,Saving Bank account 1,Household,Appliances,exide inverter battery 150amp,8500,Expense,RM
25/02/2017 20:41,Cash,Household,Appliances,tube and inverter fitting,1600,Expense,RM
25/02/2017 20:40,Cash,Household,Kitchen,hp cylinder,920,Expense,RM
25/02/2017 20:39,Saving Bank account 1,Food,Dinner,veg paneer tikka 4 roti,318,Expense,RM
25/02/2017 20:29,Saving Bank account 1,subscription,Tata Sky,,100,Expense,RM
25/02/2017 13:21,Saving Bank account 1,Food,Lunch,veg triple Schwan fried rice,247,Expense,RM
24/02/2017 13:09,Cash,Food,Grocery,milk 1 lit + butter milk,75,Expense,RM
24/02/2017 13:09,Cash,Food,Tea,3 tea yevle amrutullya,30,Expense,RM
24/02/2017 13:09,Cash,Food,Lunch,At restaurant,100,Expense,RM
23/02/2017 2:14,Cash,Food,Ice cream,2 vanilla + 2 butterscotch,80,Expense,RM
22/02/2017 22:00,Cash,Education,Stationary,stamp pad,30,Expense,RM
22/02/2017 21:59,Saving Bank account 1,Transportation,Taxi,Place 2 to Place 1,5500,Expense,RM
21/02/2017 22:00,Cash,Food,snacks,pav vada,10,Expense,RM
19/02/2017 8:04,Cash,Money transfer,,To Family,23,Expense,RM
19/02/2017 8:04,Cash,Food,beverage,sugarcane juice 2,30,Expense,RM
19/02/2017 8:04,Cash,Education,Stationary,laminated colour print out,25,Expense,RM
19/02/2017 8:04,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,498,Expense,RM
18/02/2017 13:19,Cash,Family,Pocket money,,500,Expense,RM
18/02/2017 11:12,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,RM
16/02/2017 17:32,Saving Bank account 1,Gift,,farewell contribution,400,Expense,RM
15/02/2017,Saving Bank account 1,Life Insurance,,,11286,Savings,RM
13/02/2017 17:20,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,RM
12/02/2017,Saving Bank account 1,Other,,laptop repair (format 350 + quick heal pro 500),850,Expense,RM
11/02/2017,Cash,Other,, courier,75,Expense,RM
11/02/2017,Cash,Food,snacks,single pav vada,10,Expense,RM
11/02/2017,Cash,Family,Pocket money,,1000,Expense,RM
10/02/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
10/02/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Investment,RM
08/02/2017,Saving Bank account 1,Gift,,Handbag to Family,1499,Expense,RM
07/02/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
06/02/2017,Cash,Food,fruits,half kg chiku,30,Expense,RM
06/02/2017,Cash,Food,fruits,1 kg apple,140,Expense,RM
06/02/2017,Cash,Food,Grocery,vegetables,195,Expense,RM
06/02/2017,Saving Bank account 1,Food,Grocery,jira + toast pav kilo,110,Expense,RM
05/02/2017,Cash,Transportation,auto,within city,40,Expense,RM
05/02/2017,Cash,Food,Tea,,10,Expense,RM
05/02/2017,Cash,Transportation,Bus,N to M,330,Expense,RM
05/02/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
05/02/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
04/02/2017,Cash,Apparel,Laundry,clothes ironing,38,Expense,RM
04/02/2017,Saving Bank account 1,Food,beverage,5 pouch of shreejal,60,Expense,RM
04/02/2017,Cash,Food,snacks,samosa + sabudana vada,53,Expense,RM
04/02/2017,Cash,Food,Milk,half liter buffalo,30,Expense,RM
03/02/2017,Cash,Health,Medicine,meftal spas,8,Expense,RM
03/02/2017,Saving Bank account 1,Food,Dinner,parath + chicken biryani,412.25,Expense,RM
03/02/2017,Cash,Food,beverage,shreejal 1,12,Expense,RM
03/02/2017,Cash,Food,breakfast,parle top biscuits,10,Expense,RM
03/02/2017,Saving Bank account 1,Food,snacks,chicken roll,50,Expense,RM
03/02/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,RM
02/02/2017,Saving Bank account 1,Food,Dinner,At restaurant,1160,Expense,RM
02/02/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,RM
01/02/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,RM
01/02/2017,Saving Bank account 1,Food,Milk,half liter buffalo,33,Expense,RM
01/02/2017,Saving Bank account 1,Public Provident Fund,,,10000,Investment,RM
01/02/2017,Saving Bank account 1,Money transfer,,,10000,Expense,RM
31/01/2017 9:22,Saving Bank account 1,Salary,,From workplace ,63101,Income,RM
31/01/2017 9:22,Saving Bank account 1,Food,Milk,half liter buffalo,35,Expense,RM
30/01/2017 7:24,Saving Bank account 1,Food,Milk,half liter buffalo,35,Expense,RM
30/01/2017 7:24,Cash,Food,snacks,single pav vada,15,Expense,RM
29/01/2017 20:20,Cash,Food,Dinner,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),250,Expense,RM
29/01/2017 20:19,Cash,Food,snacks,cheese chilli toast sandwich 1,60,Expense,RM
29/01/2017 19:26,Cash,Food,snacks,2 Shegaon kachori (nasik),30,Expense,RM
29/01/2017 19:24,Saving Bank account 1,Food,breakfast,brown bread,35,Expense,RM
29/01/2017 19:24,Cash,Food,Milk,half liter buffalo,35,Expense,RM
29/01/2017 19:23,Cash,Transportation,auto,within city,30,Expense,RM
29/01/2017 19:23,Cash,Transportation,Bus,2 tickets Place 2 to N,510,Expense,RM
29/01/2017 19:22,Cash,Transportation,auto,within city,30,Expense,RM
23/01/2017 19:16,Saving Bank account 1,subscription,Tata Sky,,181,Expense,RM
23/01/2017 11:27,Saving Bank account 1,Gift,,Birthday gift,649,Expense,RM
22/01/2017 19:20,Saving Bank account 1,Family,Pocket money,,2000,Expense,RM
22/01/2017 19:20,Cash,Food,Grocery,,410,Expense,RM
21/01/2017 19:23,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge,149,Expense,RM
20/01/2017 19:23,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,RM
19/01/2017 0:13,Cash,Food,snacks,2 Bombay vada pav,20,Expense,RM
19/01/2017 0:12,Saving Bank account 1,Family,medicine,syrup,145,Expense,RM
16/01/2017 16:02,Cash,Transportation,auto,GHroad to Permanent Residence,40,Expense,RM
16/01/2017 11:01,Saving Bank account 1,Household,Furniture,chair pair,2400,Expense,RM
16/01/2017 8:25,Saving Bank account 1,Other,,adhar pvc card order,50,Expense,RM
15/01/2017 8:25,Cash,Food,Grocery,chole + shev,140,Expense,RM
15/01/2017 8:25,Cash,Food,Grocery,fruits and vegetables + kirana,540,Expense,RM
11/01/2017,Cash,Food,Grocery,3 chips packets + bread,45,Expense,RM
11/01/2017,Saving Bank account 1,Health,Medicine,adulsa ( tonic for cough ),90,Expense,RM
10/01/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
10/01/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Investment,RM
10/01/2017,Cash,Food,fruits,1 kg apple + bananas,160,Expense,RM
09/01/2017,Saving Bank account 1,Food,Grocery,Himalaya soap(30) + Sofie (59) + kitkat (10),99,Expense,RM
09/01/2017,Cash,Beauty,grooming,hair cut+shaving,80,Expense,RM
08/01/2017,Saving Bank account 1,subscription,Netflix,1 month subscription,149,Expense,RM
08/01/2017,Cash,Transportation,auto,Place 2 bus stand to Permanent Residence,50,Expense,RM
07/01/2017,Saving Bank account 1,Food,snacks,woffel,175,Expense,RM
07/01/2017,Cash,Transportation,auto,Current Residence to hotel on highway,50,Expense,RM
07/01/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
06/01/2017,Saving Bank account 1,Transportation,Travels,Place 1 to Place 2 - Novelty tour and travels,1396.5,Expense,RM
06/01/2017,Saving Bank account 1,Food,Dinner,veg paneer tikka 3 roti,294,Expense,RM
06/01/2017,Cash,Food,Milk,milk 0.5 lit ,31,Expense,RM
06/01/2017,Cash,Household,Appliances,moscuito racket,200,Expense,RM
06/01/2017,Saving Bank account 1,Food,snacks,4 Shegaon kachori,48,Expense,RM
05/01/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
05/01/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
05/01/2017,Cash,Household,Appliances,inverter battery check,100,Expense,RM
05/01/2017,Cash,Food,Milk,milk 0.5 lit ,31,Expense,RM
05/01/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,RM
04/01/2017,Cash,Food,Grocery,biscuits+icecream,40,Expense,RM
03/01/2017,Saving Bank account 1,subscription,Edtech Course,,2816.92,Expense,RM
03/01/2017,Cash,Food,Grocery,fruits and vegetables,140,Expense,RM
03/01/2017,Cash,Food,chocolate,Pastry 2,50,Expense,RM
03/01/2017,Cash,Food,Tea,yevle amrutullya,20,Expense,RM
03/01/2017,Saving Bank account 1,Food,Milk,milk 0.5 lit ,31,Expense,RM
03/01/2017,Cash,Food,Lunch,2 uttapam,310,Expense,RM
03/01/2017,Cash,Food,Water,,70,Expense,RM
03/01/2017,Cash,Food,Lunch,farm house pizza,330,Expense,RM
03/01/2017,Cash,Culture,Movie,Imax 3D,400,Expense,RM
03/01/2017,Cash,Transportation,train,Place 0 to WS returns,20,Expense,RM
03/01/2017,Cash,Transportation,auto,Current Residence to Place 0,30,Expense,RM
02/01/2017,Cash,Transportation,auto,Current Residence to Place 0,60,Expense,RM
02/01/2017,Cash,Household,Kitchen,belan,110,Expense,RM
02/01/2017,Saving Bank account 1,Food,Dinner,1 veg noodles + 1 chicken soup + 1 egg fried rice,386,Expense,RM
01/01/2017,Saving Bank account 1,Food,Grocery,fruits and vegetables,510,Expense,RM
01/01/2017,Saving Bank account 1,Health,Medicine,antibiotics,354,Expense,RM
01/01/2017,Cash,Food,Grocery,1kg atta,40,Expense,RM
01/01/2017,Saving Bank account 1,Household,Kitchen,Channi + viper+ ghasni,50,Expense,RM
01/01/2017,Saving Bank account 1,Food,Dinner,pizza meal,340,Expense,RM
01/01/2017,Saving Bank account 1,Health,Hospital,Doctor Fees,300,Expense,RM
01/01/2017,Saving Bank account 1,Public Provident Fund,,,10000,Investment,RM
01/01/2017,Saving Bank account 1,Money transfer,,,100000,Expense,RM
31/12/2016 20:11,Saving Bank account 1,Food,Grocery,milk + butter + biscuits/toast,77,Expense,RM
31/12/2016 20:11,Saving Bank account 1,Food,Dinner,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,375,Expense,RM
31/12/2016 19:34,Cash,Food,snacks,1 Panipuri,25,Expense,RM
31/12/2016 17:39,Saving Bank account 1,Gift,,Birthday gift,1096,Expense,RM
31/12/2016 15:40,Saving Bank account 1,Health,Medicine,strepsils 1 strip,24,Expense,RM
31/12/2016 15:39,Saving Bank account 1,Food,Lunch,veg fried rice,170,Expense,RM
31/12/2016 13:48,Saving Bank account 1,Salary,,From workplace ,56574,Income,RM
31/12/2016 13:47,Cash,subscription,Edtech Course,EMI 1,2816,Expense,RM
31/12/2016 9:09,Saving Bank account 1,Food,Grocery,edible oil,160,Expense,RM
30/12/2016 21:30,Cash,Transportation,auto,Permanent Residence to bus stand,100,Expense,RM
29/12/2016 19:17,Cash,Other,,xerox,25,Expense,RM
29/12/2016 19:16,Cash,Food,snacks,2 chips packets,10,Expense,RM
29/12/2016 18:06,Cash,Food,flour mill,1 sher bajri 1 kg dadar 1 kg makka,14,Expense,RM
29/12/2016 9:00,Saving Bank account 1,subscription,Tata Sky,,214,Expense,RM
29/12/2016 7:56,Saving Bank account 1,Transportation,train,LTT to Place 2 (Patna Exp) cancellation,403,Expense,RM
29/12/2016 7:40,Saving Bank account 1,Gift,,Nokia 215 mobile for Aai,3195,Expense,RM
28/12/2016 18:41,Cash,Food,Grocery,Monaco biscuits,10,Expense,RM
28/12/2016 18:40,Saving Bank account 1,Other,,specs,1780,Expense,RM
25/12/2016 14:10,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,RM
22/12/2016 11:15,Saving Bank account 1,Gift,,farewell contribution,285,Expense,RM
22/12/2016 10:39,Saving Bank account 1,Transportation,train,Place 5 to Place 1 sevagram,11.8,Expense,RM
21/12/2016 21:57,Saving Bank account 1,Family,clothes,sweater,1874,Expense,RM
21/12/2016 19:59,Saving Bank account 1,Transportation,train,LTT to Place 2 cancellation,251.8,Expense,RM
21/12/2016 19:58,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1 - Novelty tour and travels,1900,Expense,RM
19/12/2016 18:29,Cash,Food,snacks,2 dabeli,30,Expense,RM
19/12/2016 18:28,Saving Bank account 1,Household,Toiletries,sensitive toothbrush,49,Expense,RM
19/12/2016 17:08,Cash,Food,snacks,chips 1 Kurkure (19) 1 lays (10),29,Expense,RM
19/12/2016 17:07,Cash,Food,fruits,1 kg mosambi 1 kg apple,170,Expense,RM
18/12/2016 20:18,Saving Bank account 1,Bonus,,reward Gpay,5,Income,RM
18/12/2016 20:18,Saving Bank account 1,Family,Pocket money,,2000,Expense,RM
17/12/2016 13:42,Saving Bank account 1,Bonus,,reward Gpay,11,Income,RM
17/12/2016 13:42,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,RM
14/12/2016 21:43,Cash,Food,vegetables,,200,Expense,RM
13/12/2016 21:43,Cash,Other,,kalnirnay calender,35,Expense,RM
13/12/2016 21:42,Cash,Household,Toiletries,oralB toothbrush with cap,25,Expense,RM
13/12/2016 18:20,Saving Bank account 1,Gift,,farewell contribution,350,Expense,RM
11/12/2016,Cash,Other,,jeevan drop,45,Expense,RM
11/12/2016,Cash,Health,Hospital,Doctor Fees,200,Expense,RM
11/12/2016,Saving Bank account 1,Health,Medicine,eye drop maxmoist,257,Expense,RM
10/12/2016,Cash,Food,Ice cream,chocobar,30,Expense,RM
10/12/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,RM
10/12/2016,Saving Bank account 1,Recurring Deposit,,,1000,Expense,RM
